"kq","kQ","kZ","kY","coverage","time","time_connected","average_fiedler","time_localized","average_CRB","max_queue","runtime","seed","coverage_array"
0.75,0,0,0,900,120,4,0.08079472532878741,5.375,873.4181343134312,228,99.19932270050049,3,"[1, 25, 41, 57, 73, 89, 100, 100, 100, 100, 100, 100, 150, 150, 150, 150, 150, 150, 150, 150, 150, 211, 211, 211, 212, 212, 215, 329, 329, 329, 329, 329, 344, 344, 344, 432, 432, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 485, 485, 485, 485, 485, 485, 485, 485, 485, 485, 485, 485, 485, 485, 485, 485, 684, 684, 684, 684, 684, 684, 684, 684, 684, 684, 684, 684, 684, 684, 684, 684, 684, 684, 684, 684, 684, 684, 684, 684, 684, 684, 684, 684, 684, 684, 684, 684, 684, 684, 684, 684, 684, 853, 853, 853, 853, 853, 896, 896, 896, 896, 896, 896, 896, 896, 896, 896, 900]"
0.5,0,0,0,900,107,4,0.08400674581639916,22.0,657.3449523494944,390,108.56700849533081,4,"[1, 25, 41, 56, 71, 83, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 162, 162, 162, 162, 162, 254, 254, 254, 254, 254, 254, 254, 254, 254, 254, 254, 254, 254, 254, 254, 254, 254, 254, 254, 254, 254, 254, 423, 423, 423, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 569, 900]"
0.75,0,0,0,900,120,4,0.08079472532878741,25.625,740.1095255744391,164,112.94013476371765,5,"[1, 25, 41, 57, 69, 90, 90, 104, 104, 104, 104, 117, 117, 117, 162, 162, 162, 212, 212, 212, 212, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 354, 410, 410, 410, 410, 410, 411, 412, 412, 412, 412, 412, 412, 412, 412, 412, 412, 412, 412, 412, 412, 412, 412, 590, 590, 590, 590, 590, 591, 592, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 900]"
0.5,0,0,0,900,173,7,0.07346832280064038,12.5,859.1777752445214,305,136.79398465156555,5,"[1, 25, 41, 57, 69, 90, 90, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 104, 161, 161, 164, 167, 167, 167, 167, 167, 167, 248, 248, 248, 248, 248, 248, 248, 248, 248, 248, 248, 378, 378, 379, 381, 381, 381, 381, 381, 381, 381, 381, 381, 381, 381, 381, 381, 381, 381, 381, 381, 381, 381, 381, 381, 381, 381, 381, 381, 381, 381, 381, 381, 381, 739, 739, 739, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 738, 896, 898, 897, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 900]"
-1,-1,-1,-1,236,226,9,0.05335959214720523,18.625,648.3403331822981,137,145.0756642818451,3,"[1, 25, 41, 57, 72, 87, 89, 91, 105, 105, 110, 117, 121, 129, 136, 143, 147, 149, 153, 153, 155, 170, 171, 172, 178, 194, 195, 195, 195, 195, 195, 197, 199, 203, 208, 208, 211, 211, 214, 214, 214, 214, 214, 214, 214, 214, 214, 214, 214, 214, 214, 214, 214, 214, 214, 214, 214, 214, 214, 214, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 235, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236, 236]"
-1,-1,-1,-1,192,96,49,0.30365573976398036,36.25,236.75383544256965,42,146.99648571014404,2,"[1, 25, 41, 57, 72, 81, 88, 97, 101, 104, 111, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 119, 121, 124, 125, 126, 126, 141, 141, 141, 141, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 152, 192, 192, 192, 192]"
0.25,0,0,0,900,124,4,0.07267250233323423,18.75,707.6217837504495,360,157.74844980239868,4,"[1, 25, 41, 56, 71, 83, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 392, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 408, 897, 897, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 898, 900]"
0.75,0,0,0,900,152,4,0.05945932009082801,28.875,648.253286722544,175,181.38970112800598,4,"[1, 25, 41, 56, 71, 83, 89, 89, 89, 89, 89, 89, 89, 167, 166, 195, 197, 197, 197, 198, 199, 199, 199, 199, 199, 199, 199, 199, 199, 215, 289, 289, 289, 289, 289, 289, 289, 289, 289, 289, 289, 289, 350, 431, 434, 434, 488, 488, 488, 488, 488, 488, 488, 488, 488, 488, 488, 488, 488, 488, 488, 488, 488, 488, 488, 488, 488, 488, 488, 488, 488, 488, 488, 635, 635, 635, 635, 635, 635, 635, 635, 635, 635, 635, 635, 635, 635, 635, 635, 635, 635, 635, 635, 635, 635, 635, 635, 635, 635, 635, 635, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 900]"
-1,-1,-1,-1,309,250,53,0.2707252626414637,50.0,446.70302845116066,16,183.30814933776855,5,"[1, 25, 41, 57, 72, 81, 88, 95, 103, 113, 119, 119, 119, 119, 119, 119, 122, 125, 125, 125, 125, 125, 128, 128, 133, 137, 140, 153, 153, 153, 153, 158, 173, 173, 173, 173, 173, 173, 173, 174, 174, 182, 182, 182, 183, 183, 183, 183, 183, 183, 183, 183, 187, 187, 187, 187, 188, 191, 192, 191, 192, 192, 203, 220, 220, 222, 222, 222, 223, 224, 224, 224, 224, 227, 227, 228, 228, 228, 228, 228, 228, 259, 259, 259, 259, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 298, 298, 298, 298, 297, 299, 299, 300, 300, 300, 300, 300, 300, 299, 302, 302, 302, 307, 307, 307, 307, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309, 309]"
-1,-1,-1,-1,335,374,31,0.04701923131626574,57.0,386.27360115039073,146,193.55732536315918,4,"[1, 25, 41, 56, 67, 77, 84, 90, 97, 101, 109, 112, 112, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 115, 116, 118, 118, 121, 121, 132, 139, 142, 145, 148, 148, 148, 149, 149, 154, 160, 160, 160, 163, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 164, 163, 163, 163, 163, 163, 163, 163, 163, 165, 166, 166, 166, 166, 166, 166, 166, 166, 166, 166, 166, 166, 166, 166, 166, 166, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 167, 326, 327, 327, 327, 327, 327, 327, 327, 327, 327, 327, 327, 327, 327, 327, 327, 327, 327, 327, 327, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335, 335]"
0.25,0,0,0,900,110,4,0.08800854009028629,26.125,699.9195194029136,348,248.5824134349823,0,"[1, 25, 41, 57, 72, 93, 99, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102, 407, 407, 407, 407, 407, 423, 423, 423, 423, 424, 425, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 900]"
0.5,0,0,0,900,116,4,0.08353352957722089,14.5,814.3040290546683,376,269.0959928035736,0,"[1, 25, 41, 57, 72, 93, 99, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102, 102, 165, 165, 167, 167, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 373, 373, 373, 373, 373, 373, 373, 373, 373, 373, 373, 373, 373, 373, 373, 373, 373, 373, 533, 533, 533, 533, 533, 533, 533, 533, 533, 533, 533, 533, 533, 533, 533, 533, 533, 533, 713, 713, 714, 714, 714, 714, 714, 714, 714, 714, 714, 714, 714, 714, 714, 714, 714, 714, 714, 714, 714, 714, 732, 732, 732, 732, 732, 732, 732, 732, 733, 733, 733, 733, 733, 733, 733, 733, 733, 733, 733, 733, 733, 733, 733, 733, 900]"
0.75,0,0,0,900,122,4,0.07949158459767793,16.0,798.6271680588085,144,311.2050430774689,0,"[1, 25, 41, 57, 72, 93, 99, 102, 102, 102, 102, 127, 127, 161, 161, 185, 185, 185, 185, 185, 185, 280, 280, 283, 283, 283, 283, 283, 283, 283, 327, 327, 327, 327, 327, 327, 327, 327, 327, 394, 396, 398, 398, 398, 398, 554, 554, 554, 554, 554, 577, 578, 580, 600, 605, 610, 612, 612, 612, 612, 612, 612, 612, 612, 612, 612, 612, 612, 612, 612, 612, 612, 612, 612, 612, 612, 612, 765, 765, 765, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 766, 899, 899, 900]"
-1,-1,-1,-1,286,222,6,0.048642213814118256,40.625,540.311041947768,69,771.2790763378143,0,"[1, 25, 41, 57, 71, 80, 90, 99, 105, 112, 118, 118, 119, 123, 124, 126, 130, 133, 137, 139, 140, 140, 143, 144, 144, 148, 151, 151, 159, 164, 171, 172, 172, 174, 180, 182, 185, 185, 185, 193, 193, 193, 193, 221, 221, 228, 228, 228, 228, 229, 229, 229, 229, 229, 229, 229, 229, 229, 230, 230, 230, 230, 229, 231, 231, 231, 231, 232, 232, 232, 232, 234, 235, 243, 273, 273, 276, 279, 279, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286, 286]"
0.99,0,0,0,224,53,6,0.2327972286780612,6.375,568.7450676612693,8,27.728825330734253,1,"[1, 25, 41, 56, 71, 82, 96, 103, 116, 123, 127, 142, 148, 149, 151, 162, 166, 174, 178, 181, 181, 183, 184, 184, 184, 184, 187, 195, 196, 196, 196, 199, 200, 207, 206, 206, 206, 210, 211, 212, 212, 212, 212, 218, 220, 220, 220, 220, 220, 220, 220, 220, 224, 224, 224]"
0.9,0,0,0,478,127,9,0.14576626028909587,4.625,700.4621316492678,55,50.28217005729675,1,"[1, 25, 41, 56, 71, 82, 94, 97, 100, 114, 133, 133, 133, 146, 185, 185, 187, 187, 187, 187, 187, 229, 229, 229, 247, 247, 247, 271, 271, 271, 271, 271, 271, 295, 295, 295, 295, 295, 295, 295, 295, 295, 295, 295, 330, 330, 372, 372, 372, 372, 372, 372, 372, 372, 372, 372, 372, 372, 372, 372, 372, 372, 372, 372, 372, 372, 372, 372, 372, 372, 372, 372, 372, 372, 372, 372, 372, 372, 426, 426, 426, 426, 426, 426, 426, 426, 426, 426, 426, 426, 426, 426, 426, 426, 426, 426, 426, 426, 426, 426, 426, 426, 426, 426, 426, 426, 426, 426, 426, 478, 478, 478, 478, 478, 478, 478, 478, 478, 478, 478, 478, 478, 478, 478, 478, 478, 478, 478, 478]"
0.9,0,0,0,621,96,4,0.10058118867461291,4.5,795.2533184007241,78,73.6151168346405,2,"[1, 25, 41, 57, 73, 79, 85, 106, 106, 122, 126, 136, 137, 154, 154, 169, 171, 171, 174, 174, 188, 253, 254, 254, 269, 269, 269, 269, 269, 291, 329, 329, 329, 329, 329, 329, 329, 358, 358, 403, 404, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 443, 506, 506, 506, 506, 506, 506, 506, 506, 562, 562, 562, 562, 562, 562, 562, 562, 562, 562, 562, 562, 621, 621, 621, 621, 621, 621, 621, 621, 621, 621, 621, 621, 621, 621, 621, 621, 621, 621, 621, 621, 621, 621]"
0,0,0,100,326,127,4,0.06824688044413463,3.875,737.9824667223827,247,80.1956262588501,1,"[1, 25, 41, 56, 71, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 324, 324, 324, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326, 326]"
0.99,0,0,0,367,96,5,0.12098935193991901,7.75,738.202055699811,6,88.73750758171082,2,"[1, 25, 41, 57, 73, 79, 96, 111, 117, 127, 135, 142, 150, 156, 159, 170, 178, 190, 195, 202, 209, 213, 220, 220, 224, 229, 234, 244, 250, 254, 255, 257, 260, 280, 280, 285, 288, 288, 290, 300, 300, 300, 302, 302, 309, 309, 309, 309, 309, 322, 331, 331, 331, 331, 333, 334, 337, 337, 337, 337, 337, 337, 342, 342, 342, 342, 342, 342, 351, 352, 352, 352, 352, 352, 354, 354, 354, 354, 354, 354, 354, 362, 362, 362, 362, 362, 362, 362, 362, 362, 362, 362, 362, 362, 362, 362, 362, 367]"
